lncRNA,Drug,DrugBank_ID
ULK4P2,Panobinostat,DB06603
UNC5B-AS1,Oxaliplatin,DB00526
UNC93B6,Panobinostat,DB06603
Unigene1654,Paclitaxel,DB01229
Unigene1718,Paclitaxel,DB01229
Unigene6644,Paclitaxel,DB01229
Unigene6646,Paclitaxel,DB01229
UNK,Panobinostat,DB06603
UNQ6494,Panobinostat,DB06603
UPK1A-AS1,Panobinostat,DB06603
UPRT,Panobinostat,DB06603
USMG5P1,Ginsenoside Rg3,
USP12-AS2,Panobinostat,DB06603
USP2-AS1,Oxaliplatin,DB00526
USP3,Panobinostat,DB06603
USP30-AS1,Panobinostat,DB06603
USP32P2,Panobinostat,DB06603
USP39,Panobinostat,DB06603
UTY,Panobinostat,DB06603
UTY,Panobinostat,DB06603
UTY,Pravastatin,DB00175
VHL-203,Tetraarsenic Oxide,
VMP1-209,Tetraarsenic Oxide,
VRK2,Panobinostat,DB06603
VSX1,Panobinostat,DB06603
VTRNA1-1,Panobinostat,DB06603
VWA8-AS1,Panobinostat,DB06603
WAKMAR2,5alpha-Hydroxytriptolide,
WARS2-IT1,Panobinostat,DB06603
WASH2P,Panobinostat,DB06603
WASH3P,Panobinostat,DB06603
WASH3P,Panobinostat,DB06603
WASH7P,Panobinostat,DB06603
WASH7P,Panobinostat,DB06603
WASIR2,Panobinostat,DB06603
WASIR2,Ruxolitinib,DB08877
WBSCR22,Panobinostat,DB06603
WDFY3-AS2,Dexamethasone,DB01234
WDR13,Panobinostat,DB06603
WDR31,Panobinostat,DB06603
WDR4,Panobinostat,DB06603
WDR4-205,Tetraarsenic Oxide,
WDR86-AS1,Panobinostat,DB06603
WEE2-AS1,Dexamethasone,DB01234
WEE2-AS1,Tetraarsenic Oxide,
WHAMMP2,Panobinostat,DB06603
WI2-2373I1.2,Panobinostat,DB06603
WI2-81516E3.1,Panobinostat,DB06603
WI2-87327B8.1,Panobinostat,DB06603
WIPF1-215,Tetraarsenic Oxide,
WISP1,5alpha-Hydroxytriptolide,
WRAP53,Quercetin,DB04216
XAGE1C,Panobinostat,DB06603
XLOC_000019,Panobinostat,DB06603
XLOC_000027,Panobinostat,DB06603
XLOC_000031,Panobinostat,DB06603
XLOC_000063,Panobinostat,DB06603
XLOC_000111,Panobinostat,DB06603
XLOC_000122,Panobinostat,DB06603
XLOC_000148,Panobinostat,DB06603
XLOC_000210,Panobinostat,DB06603
XLOC_000253,Panobinostat,DB06603
XLOC_000266,Panobinostat,DB06603
XLOC_000266,Panobinostat,DB06603
XLOC_000271,Panobinostat,DB06603
XLOC_000302,Panobinostat,DB06603
XLOC_000329,Panobinostat,DB06603
XLOC_000358,Panobinostat,DB06603
XLOC_000428,Panobinostat,DB06603
XLOC_000440,Panobinostat,DB06603
XLOC_000474,Panobinostat,DB06603
XLOC_000482,Panobinostat,DB06603
XLOC_000494,Panobinostat,DB06603
XLOC_000516,Panobinostat,DB06603
XLOC_000523,Panobinostat,DB06603
XLOC_000565,Panobinostat,DB06603
XLOC_000569,Panobinostat,DB06603
XLOC_000618,Panobinostat,DB06603
XLOC_000647,Panobinostat,DB06603
XLOC_000711,Panobinostat,DB06603
XLOC_000744,Dexamethasone,DB01234
XLOC_000768,Panobinostat,DB06603
XLOC_000913,Panobinostat,DB06603
XLOC_000915,Panobinostat,DB06603
XLOC_000916,Panobinostat,DB06603
XLOC_000922,Panobinostat,DB06603
XLOC_000947,Panobinostat,DB06603
XLOC_000964,Pravastatin,DB00175
XLOC_001061,Panobinostat,DB06603
XLOC_001097,Panobinostat,DB06603
XLOC_001125,Panobinostat,DB06603
XLOC_001134,Panobinostat,DB06603
XLOC_001173,Dexamethasone,DB01234
XLOC_001174,Panobinostat,DB06603
XLOC_001189,Panobinostat,DB06603
XLOC_001228,Panobinostat,DB06603
XLOC_001229,Panobinostat,DB06603
XLOC_001241,Panobinostat,DB06603
XLOC_001246,Panobinostat,DB06603
XLOC_001286,Panobinostat,DB06603
XLOC_001314,Panobinostat,DB06603
XLOC_001329,Panobinostat,DB06603
XLOC_001338,Panobinostat,DB06603
XLOC_001356,Panobinostat,DB06603
XLOC_001373,Pravastatin,DB00175
XLOC_001391,Panobinostat,DB06603
XLOC_001407,Panobinostat,DB06603
XLOC_001436,Panobinostat,DB06603
XLOC_001446,Dexamethasone,DB01234
XLOC_001453,Panobinostat,DB06603
XLOC_001484,Panobinostat,DB06603
XLOC_001501,Panobinostat,DB06603
XLOC_001558,Panobinostat,DB06603
XLOC_001614,Panobinostat,DB06603
XLOC_001616,Panobinostat,DB06603
XLOC_001631,Panobinostat,DB06603
XLOC_001637,Panobinostat,DB06603
XLOC_001653,Panobinostat,DB06603
XLOC_001676,Panobinostat,DB06603
XLOC_001710,Panobinostat,DB06603
XLOC_001711,Panobinostat,DB06603
XLOC_001719,Panobinostat,DB06603
XLOC_001734,Panobinostat,DB06603
XLOC_001743,Panobinostat,DB06603
XLOC_001747,Pravastatin,DB00175
XLOC_001781,Panobinostat,DB06603
XLOC_001788,Panobinostat,DB06603
XLOC_001836,Panobinostat,DB06603
XLOC_001850,Panobinostat,DB06603
XLOC_001870,Panobinostat,DB06603
XLOC_001878,Panobinostat,DB06603
XLOC_001908,Panobinostat,DB06603
XLOC_001916,Panobinostat,DB06603
XLOC_001935,Panobinostat,DB06603
XLOC_001958,Panobinostat,DB06603
XLOC_001969,Panobinostat,DB06603
XLOC_002010,Panobinostat,DB06603
XLOC_002041,Panobinostat,DB06603
XLOC_002041,Panobinostat,DB06603
XLOC_002054,Panobinostat,DB06603
XLOC_002060,Panobinostat,DB06603
XLOC_002080,Panobinostat,DB06603
XLOC_002111,Panobinostat,DB06603
XLOC_002128,Panobinostat,DB06603
XLOC_002133,Panobinostat,DB06603
XLOC_002136,Panobinostat,DB06603
XLOC_002161,Panobinostat,DB06603
XLOC_002176,Panobinostat,DB06603
XLOC_002181,Panobinostat,DB06603
XLOC_002185,Panobinostat,DB06603
XLOC_002193,Panobinostat,DB06603
XLOC_002194,Panobinostat,DB06603
XLOC_002198,Panobinostat,DB06603
XLOC_002204,Panobinostat,DB06603
XLOC_002221,Panobinostat,DB06603
XLOC_002313,Panobinostat,DB06603
XLOC_002344,Panobinostat,DB06603
XLOC_002378,Pravastatin,DB00175
XLOC_002390,Panobinostat,DB06603
XLOC_002392,Panobinostat,DB06603
XLOC_002399,Panobinostat,DB06603
XLOC_002443,Panobinostat,DB06603
XLOC_002488,Panobinostat,DB06603
XLOC_002561,Panobinostat,DB06603
XLOC_002573,Panobinostat,DB06603
XLOC_002577,Panobinostat,DB06603
XLOC_002592,Panobinostat,DB06603
XLOC_002602,Panobinostat,DB06603
XLOC_002602,Panobinostat,DB06603
XLOC_002616,Dexamethasone,DB01234
XLOC_002618,Panobinostat,DB06603
XLOC_002632,Panobinostat,DB06603
XLOC_002650,Panobinostat,DB06603
XLOC_002701,Panobinostat,DB06603
XLOC_002710,Panobinostat,DB06603
XLOC_002712,Panobinostat,DB06603
XLOC_002722,Panobinostat,DB06603
XLOC_002727,Panobinostat,DB06603
XLOC_002730,Panobinostat,DB06603
XLOC_002742,Panobinostat,DB06603
XLOC_002745,Panobinostat,DB06603
XLOC_002813,Panobinostat,DB06603
XLOC_002821,Panobinostat,DB06603
XLOC_002858,Panobinostat,DB06603
XLOC_002878,Panobinostat,DB06603
XLOC_002880,Panobinostat,DB06603
XLOC_002888,Panobinostat,DB06603
XLOC_002943,Panobinostat,DB06603
XLOC_002945,Panobinostat,DB06603
XLOC_002948,Panobinostat,DB06603
XLOC_002951,Panobinostat,DB06603
XLOC_002952,Panobinostat,DB06603
XLOC_002952,Panobinostat,DB06603
XLOC_002952,Pravastatin,DB00175
XLOC_002987,Panobinostat,DB06603
XLOC_002995,Panobinostat,DB06603
XLOC_002996,Panobinostat,DB06603
XLOC_002996,Panobinostat,DB06603
XLOC_002997,Panobinostat,DB06603
XLOC_003031,Panobinostat,DB06603
XLOC_003044,Panobinostat,DB06603
XLOC_003048,Panobinostat,DB06603
XLOC_003052,Panobinostat,DB06603
XLOC_003053,Panobinostat,DB06603
XLOC_003064,Panobinostat,DB06603
XLOC_003077,Panobinostat,DB06603
XLOC_003147,Panobinostat,DB06603
XLOC_003151,Panobinostat,DB06603
XLOC_003152,Panobinostat,DB06603
XLOC_003175,Panobinostat,DB06603
XLOC_003187,Panobinostat,DB06603
XLOC_003199,Panobinostat,DB06603
XLOC_003202,Panobinostat,DB06603
XLOC_003209,Panobinostat,DB06603
XLOC_003225,Panobinostat,DB06603
XLOC_003227,Panobinostat,DB06603
XLOC_003235,Panobinostat,DB06603
XLOC_003250,Panobinostat,DB06603
XLOC_003284,Panobinostat,DB06603
XLOC_003312,Panobinostat,DB06603
XLOC_003347,Pravastatin,DB00175
XLOC_003350,Panobinostat,DB06603
XLOC_003397,Panobinostat,DB06603
XLOC_003410,Panobinostat,DB06603
XLOC_003411,Panobinostat,DB06603
XLOC_003422,Panobinostat,DB06603
XLOC_003427,Panobinostat,DB06603
XLOC_003450,Panobinostat,DB06603
XLOC_003453,Panobinostat,DB06603
XLOC_003463,Panobinostat,DB06603
XLOC_003469,Panobinostat,DB06603
XLOC_003480,Panobinostat,DB06603
XLOC_003481,Dexamethasone,DB01234
XLOC_003485,Panobinostat,DB06603
XLOC_003608,Dexamethasone,DB01234
XLOC_003615,Panobinostat,DB06603
XLOC_003652,Panobinostat,DB06603
XLOC_003686,Panobinostat,DB06603
XLOC_003775,Panobinostat,DB06603
XLOC_003791,Panobinostat,DB06603
XLOC_003802,Panobinostat,DB06603
XLOC_003832,Panobinostat,DB06603
XLOC_003839,Panobinostat,DB06603
XLOC_003840,Panobinostat,DB06603
XLOC_003842,Pravastatin,DB00175
XLOC_003849,Panobinostat,DB06603
XLOC_003867,Panobinostat,DB06603
XLOC_003867,Pravastatin,DB00175
XLOC_003881,Panobinostat,DB06603
XLOC_003895,Panobinostat,DB06603
XLOC_003909,Panobinostat,DB06603
XLOC_003985,Panobinostat,DB06603
XLOC_003991,Panobinostat,DB06603
XLOC_003993,Panobinostat,DB06603
XLOC_004016,Panobinostat,DB06603
XLOC_004054,Panobinostat,DB06603
XLOC_004063,Panobinostat,DB06603
XLOC_004093,Panobinostat,DB06603
XLOC_004111,Panobinostat,DB06603
XLOC_004128,Panobinostat,DB06603
XLOC_004134,Panobinostat,DB06603
XLOC_004134,Panobinostat,DB06603
XLOC_004165,Panobinostat,DB06603
XLOC_004182,Panobinostat,DB06603
XLOC_004182,Panobinostat,DB06603
XLOC_004186,Panobinostat,DB06603
XLOC_004197,Panobinostat,DB06603
XLOC_004198,Panobinostat,DB06603
XLOC_004201,Panobinostat,DB06603
XLOC_004207,Panobinostat,DB06603
XLOC_004221,Panobinostat,DB06603
XLOC_004229,Panobinostat,DB06603
XLOC_004231,Panobinostat,DB06603
XLOC_004234,Panobinostat,DB06603
XLOC_004243,Panobinostat,DB06603
XLOC_004244,Panobinostat,DB06603
XLOC_004244,Pravastatin,DB00175
XLOC_004256,Panobinostat,DB06603
XLOC_004260,Panobinostat,DB06603
XLOC_004270,Panobinostat,DB06603
XLOC_004297,Panobinostat,DB06603
XLOC_004299,Dexamethasone,DB01234
XLOC_004322,Panobinostat,DB06603
XLOC_004350,Panobinostat,DB06603
XLOC_004398,Panobinostat,DB06603
XLOC_004448,Panobinostat,DB06603
XLOC_004467,Panobinostat,DB06603
XLOC_004478,Panobinostat,DB06603
XLOC_004502,Panobinostat,DB06603
XLOC_004514,Panobinostat,DB06603
XLOC_004584,Panobinostat,DB06603
XLOC_004621,Panobinostat,DB06603
XLOC_004632,Panobinostat,DB06603
XLOC_004632,Dexamethasone,DB01234
XLOC_004671,Panobinostat,DB06603
XLOC_004685,Panobinostat,DB06603
XLOC_004689,Panobinostat,DB06603
XLOC_004700,Panobinostat,DB06603
XLOC_004723,Panobinostat,DB06603
XLOC_004761,Panobinostat,DB06603
XLOC_004766,Dexamethasone,DB01234
XLOC_004848,Panobinostat,DB06603
XLOC_004859,Panobinostat,DB06603
XLOC_004877,Panobinostat,DB06603
XLOC_004885,Panobinostat,DB06603
XLOC_004940,Panobinostat,DB06603
XLOC_004945,Panobinostat,DB06603
XLOC_004980,Panobinostat,DB06603
XLOC_004984,Panobinostat,DB06603
XLOC_004991,Panobinostat,DB06603
XLOC_005086,Panobinostat,DB06603
XLOC_005110,Panobinostat,DB06603
XLOC_005147,Panobinostat,DB06603
XLOC_005164,Panobinostat,DB06603
XLOC_005176,Panobinostat,DB06603
XLOC_005194,Panobinostat,DB06603
XLOC_005201,Panobinostat,DB06603
XLOC_005203,Panobinostat,DB06603
XLOC_005208,Panobinostat,DB06603
XLOC_005214,Panobinostat,DB06603
XLOC_005214,Dexamethasone,DB01234
XLOC_005238,Panobinostat,DB06603
XLOC_005244,Panobinostat,DB06603
XLOC_005273,Panobinostat,DB06603
XLOC_005280,Panobinostat,DB06603
XLOC_005284,Panobinostat,DB06603
XLOC_005289,Panobinostat,DB06603
XLOC_005311,Panobinostat,DB06603
XLOC_005339,Panobinostat,DB06603
XLOC_005355,Panobinostat,DB06603
XLOC_005361,Panobinostat,DB06603
XLOC_005361,Panobinostat,DB06603
XLOC_005397,Panobinostat,DB06603
XLOC_005409,Panobinostat,DB06603
XLOC_005442,Panobinostat,DB06603
XLOC_005448,Panobinostat,DB06603
XLOC_005453,Panobinostat,DB06603
XLOC_005455,Panobinostat,DB06603
XLOC_005455,Dexamethasone,DB01234
XLOC_005479,Dexamethasone,DB01234
XLOC_005482,Panobinostat,DB06603
XLOC_005502,Panobinostat,DB06603
XLOC_005534,Panobinostat,DB06603
XLOC_005542,Panobinostat,DB06603
XLOC_005544,Panobinostat,DB06603
XLOC_005560,Panobinostat,DB06603
XLOC_005574,Dexamethasone,DB01234
XLOC_005575,Dexamethasone,DB01234
XLOC_005590,Panobinostat,DB06603
XLOC_005615,Panobinostat,DB06603
XLOC_005621,Panobinostat,DB06603
XLOC_005622,Panobinostat,DB06603
XLOC_005637,Panobinostat,DB06603
XLOC_005681,Panobinostat,DB06603
XLOC_005737,Panobinostat,DB06603
XLOC_005737,Pravastatin,DB00175
XLOC_005775,Panobinostat,DB06603
XLOC_005793,Panobinostat,DB06603
XLOC_005818,Panobinostat,DB06603
XLOC_005820,Panobinostat,DB06603
XLOC_005832,Panobinostat,DB06603
XLOC_005919,Panobinostat,DB06603
XLOC_005919,Cisplatin,DB00515
XLOC_005945,Panobinostat,DB06603
XLOC_005968,Panobinostat,DB06603
XLOC_005976,Panobinostat,DB06603
XLOC_006027,Panobinostat,DB06603
XLOC_006035,Panobinostat,DB06603
XLOC_006088,Dexamethasone,DB01234
XLOC_006144,Panobinostat,DB06603
XLOC_006156,Dexamethasone,DB01234
XLOC_006174,Panobinostat,DB06603
XLOC_006197,Panobinostat,DB06603
XLOC_006210,Panobinostat,DB06603
XLOC_006224,Panobinostat,DB06603
XLOC_006239,Panobinostat,DB06603
XLOC_006244,Panobinostat,DB06603
XLOC_006253,Panobinostat,DB06603
XLOC_006291,Panobinostat,DB06603
XLOC_006297,Panobinostat,DB06603
XLOC_006298,Panobinostat,DB06603
XLOC_006301,Panobinostat,DB06603
XLOC_006306,Panobinostat,DB06603
XLOC_006308,Panobinostat,DB06603
XLOC_006309,Pravastatin,DB00175
XLOC_006311,Panobinostat,DB06603
XLOC_006350,Panobinostat,DB06603
XLOC_006350,Panobinostat,DB06603
XLOC_006383,Panobinostat,DB06603
XLOC_006388,Panobinostat,DB06603
XLOC_006390,Panobinostat,DB06603
XLOC_006409,Panobinostat,DB06603
XLOC_006436,Panobinostat,DB06603
XLOC_006450,Dexamethasone,DB01234
XLOC_006459,Panobinostat,DB06603
XLOC_006466,Panobinostat,DB06603
XLOC_006469,Panobinostat,DB06603
XLOC_006471,Panobinostat,DB06603
XLOC_006483,Panobinostat,DB06603
XLOC_006554,Panobinostat,DB06603
XLOC_006582,Panobinostat,DB06603
XLOC_006589,Panobinostat,DB06603
XLOC_006637,Panobinostat,DB06603
XLOC_006645,Panobinostat,DB06603
XLOC_006657,Panobinostat,DB06603
XLOC_006659,Panobinostat,DB06603
XLOC_006669,Panobinostat,DB06603
XLOC_006677,Panobinostat,DB06603
XLOC_006681,Panobinostat,DB06603
XLOC_006684,Panobinostat,DB06603
XLOC_006687,Panobinostat,DB06603
XLOC_006712,Panobinostat,DB06603
XLOC_006719,Panobinostat,DB06603
XLOC_006742,Panobinostat,DB06603
XLOC_006743,Panobinostat,DB06603
XLOC_006779,Dexamethasone,DB01234
XLOC_006830,Panobinostat,DB06603
XLOC_006843,Panobinostat,DB06603
XLOC_006844,Panobinostat,DB06603
XLOC_006846,Panobinostat,DB06603
XLOC_006878,Panobinostat,DB06603
XLOC_006904,Panobinostat,DB06603
XLOC_006924,Panobinostat,DB06603
XLOC_006978,Panobinostat,DB06603
XLOC_006993,Panobinostat,DB06603
XLOC_007053,Panobinostat,DB06603
XLOC_007062,Panobinostat,DB06603
XLOC_007099,Panobinostat,DB06603
XLOC_007146,Panobinostat,DB06603
XLOC_007154,Panobinostat,DB06603
XLOC_007162,Panobinostat,DB06603
XLOC_007176,Panobinostat,DB06603
XLOC_007191,Panobinostat,DB06603
XLOC_007211,Panobinostat,DB06603
XLOC_007263,Panobinostat,DB06603
XLOC_007264,Panobinostat,DB06603
XLOC_007265,Panobinostat,DB06603
XLOC_007283,Panobinostat,DB06603
XLOC_007302,Panobinostat,DB06603
XLOC_007304,Panobinostat,DB06603
XLOC_007314,Panobinostat,DB06603
XLOC_007321,Panobinostat,DB06603
XLOC_007323,Panobinostat,DB06603
XLOC_007326,Panobinostat,DB06603
XLOC_007341,Panobinostat,DB06603
XLOC_007348,Panobinostat,DB06603
XLOC_007348,Dexamethasone,DB01234
XLOC_007426,Panobinostat,DB06603
XLOC_007446,Panobinostat,DB06603
XLOC_007476,Panobinostat,DB06603
XLOC_007494,Panobinostat,DB06603
XLOC_007505,Panobinostat,DB06603
XLOC_007511,Panobinostat,DB06603
XLOC_007530,Panobinostat,DB06603
XLOC_007531,Panobinostat,DB06603
XLOC_007546,Panobinostat,DB06603
XLOC_007571,Dexamethasone,DB01234
XLOC_007573,Panobinostat,DB06603
XLOC_007586,Panobinostat,DB06603
XLOC_007595,Panobinostat,DB06603
XLOC_007598,Panobinostat,DB06603
XLOC_007628,Panobinostat,DB06603
XLOC_007635,Panobinostat,DB06603
XLOC_007642,Panobinostat,DB06603
XLOC_007676,Panobinostat,DB06603
XLOC_007697,Panobinostat,DB06603
XLOC_007718,Panobinostat,DB06603
XLOC_007734,Panobinostat,DB06603
XLOC_007767,Panobinostat,DB06603
XLOC_007773,Panobinostat,DB06603
XLOC_007777,Panobinostat,DB06603
XLOC_007796,Panobinostat,DB06603
XLOC_007800,Panobinostat,DB06603
XLOC_007807,Panobinostat,DB06603
XLOC_007858,Panobinostat,DB06603
XLOC_007860,Panobinostat,DB06603
XLOC_007868,Panobinostat,DB06603
XLOC_007879,Panobinostat,DB06603
XLOC_007896,Panobinostat,DB06603
XLOC_007914,Panobinostat,DB06603
XLOC_007925,Panobinostat,DB06603
XLOC_007955,Panobinostat,DB06603
XLOC_007956,Panobinostat,DB06603
XLOC_007993,Panobinostat,DB06603
XLOC_007999,Panobinostat,DB06603
XLOC_008000,Panobinostat,DB06603
XLOC_008001,Panobinostat,DB06603
XLOC_008014,Panobinostat,DB06603
XLOC_008015,Panobinostat,DB06603
XLOC_008047,Panobinostat,DB06603
XLOC_008058,Panobinostat,DB06603
XLOC_008062,Panobinostat,DB06603
XLOC_008081,Panobinostat,DB06603
XLOC_008128,Panobinostat,DB06603
XLOC_008141,Panobinostat,DB06603
XLOC_008152,Panobinostat,DB06603
XLOC_008212,Panobinostat,DB06603
XLOC_008244,Panobinostat,DB06603
XLOC_008299,Pravastatin,DB00175
XLOC_008370,Panobinostat,DB06603
XLOC_008375,Panobinostat,DB06603
XLOC_008380,Panobinostat,DB06603
XLOC_008413,Panobinostat,DB06603
XLOC_008434,Panobinostat,DB06603
XLOC_008440,Panobinostat,DB06603
XLOC_008477,Pravastatin,DB00175
XLOC_008479,Panobinostat,DB06603
XLOC_008486,Panobinostat,DB06603
XLOC_008509,Panobinostat,DB06603
XLOC_008543,Panobinostat,DB06603
XLOC_008619,Panobinostat,DB06603
XLOC_008625,Panobinostat,DB06603
XLOC_008642,Dexamethasone,DB01234
XLOC_008645,Pravastatin,DB00175
XLOC_008669,Panobinostat,DB06603
XLOC_008676,Panobinostat,DB06603
XLOC_008709,Panobinostat,DB06603
XLOC_008727,Pravastatin,DB00175
XLOC_008784,Panobinostat,DB06603
XLOC_008852,Panobinostat,DB06603
XLOC_008875,Panobinostat,DB06603
XLOC_008922,Panobinostat,DB06603
XLOC_008942,Panobinostat,DB06603
XLOC_008968,Panobinostat,DB06603
XLOC_008979,Panobinostat,DB06603
XLOC_008984,Panobinostat,DB06603
XLOC_008991,Panobinostat,DB06603
XLOC_008992,Panobinostat,DB06603
XLOC_009000,Panobinostat,DB06603
XLOC_009001,Panobinostat,DB06603
XLOC_009007,Panobinostat,DB06603
XLOC_009034,Panobinostat,DB06603
XLOC_009079,Panobinostat,DB06603
XLOC_009087,Panobinostat,DB06603
XLOC_009108,Panobinostat,DB06603
XLOC_009146,Panobinostat,DB06603
XLOC_009185,Panobinostat,DB06603
XLOC_009207,Panobinostat,DB06603
XLOC_009229,Panobinostat,DB06603
XLOC_009231,Panobinostat,DB06603
XLOC_009272,Panobinostat,DB06603
XLOC_009282,Panobinostat,DB06603
XLOC_009301,Panobinostat,DB06603
XLOC_009306,Panobinostat,DB06603
XLOC_009320,Panobinostat,DB06603
XLOC_009342,Panobinostat,DB06603
XLOC_009361,Panobinostat,DB06603
XLOC_009375,Panobinostat,DB06603
XLOC_009382,Panobinostat,DB06603
XLOC_009383,Panobinostat,DB06603
XLOC_009429,Panobinostat,DB06603
XLOC_009447,Panobinostat,DB06603
XLOC_009458,Panobinostat,DB06603
XLOC_009483,Panobinostat,DB06603
XLOC_009497,Panobinostat,DB06603
XLOC_009524,Panobinostat,DB06603
XLOC_009528,Panobinostat,DB06603
XLOC_009543,Panobinostat,DB06603
XLOC_009563,Panobinostat,DB06603
XLOC_009564,Panobinostat,DB06603
XLOC_009577,Panobinostat,DB06603
XLOC_009578,Panobinostat,DB06603
XLOC_009599,Panobinostat,DB06603
XLOC_009604,Panobinostat,DB06603
XLOC_009608,Panobinostat,DB06603
XLOC_009637,Panobinostat,DB06603
XLOC_009651,Panobinostat,DB06603
XLOC_009670,Panobinostat,DB06603
XLOC_009684,Panobinostat,DB06603
XLOC_009763,Panobinostat,DB06603
XLOC_009765,Panobinostat,DB06603
XLOC_009769,Panobinostat,DB06603
XLOC_009779,Panobinostat,DB06603
XLOC_009782,Panobinostat,DB06603
XLOC_009782,Pravastatin,DB00175
XLOC_009808,Panobinostat,DB06603
XLOC_009819,Panobinostat,DB06603
XLOC_009869,Panobinostat,DB06603
XLOC_009892,Panobinostat,DB06603
XLOC_009895,Panobinostat,DB06603
XLOC_009899,Panobinostat,DB06603
XLOC_009911,Panobinostat,DB06603
XLOC_009971,Panobinostat,DB06603
XLOC_009983,Panobinostat,DB06603
XLOC_010005,Panobinostat,DB06603
XLOC_010078,Panobinostat,DB06603
XLOC_010097,Panobinostat,DB06603
XLOC_010141,Panobinostat,DB06603
XLOC_010172,Dexamethasone,DB01234
XLOC_010207,Panobinostat,DB06603
XLOC_010234,Panobinostat,DB06603
XLOC_010235,Panobinostat,DB06603
XLOC_010236,Panobinostat,DB06603
XLOC_010237,Panobinostat,DB06603
XLOC_010258,Panobinostat,DB06603
XLOC_010275,Panobinostat,DB06603
XLOC_010296,Panobinostat,DB06603
XLOC_010296,Pravastatin,DB00175
XLOC_010305,Panobinostat,DB06603
XLOC_010307,Panobinostat,DB06603
XLOC_010312,Panobinostat,DB06603
XLOC_010330,Panobinostat,DB06603
XLOC_010339,Panobinostat,DB06603
XLOC_010385,Panobinostat,DB06603
XLOC_010385,Dexamethasone,DB01234
XLOC_010389,Dexamethasone,DB01234
XLOC_010410,Panobinostat,DB06603
XLOC_010471,Panobinostat,DB06603
XLOC_010480,Panobinostat,DB06603
XLOC_010495,Panobinostat,DB06603
XLOC_010500,Panobinostat,DB06603
XLOC_010525,Panobinostat,DB06603
XLOC_010540,Panobinostat,DB06603
XLOC_010542,Pravastatin,DB00175
XLOC_010576,Panobinostat,DB06603
XLOC_010582,Panobinostat,DB06603
XLOC_010587,Panobinostat,DB06603
XLOC_010592,Pravastatin,DB00175
XLOC_010601,Panobinostat,DB06603
XLOC_010638,Panobinostat,DB06603
XLOC_010669,Panobinostat,DB06603
XLOC_010670,Pravastatin,DB00175
XLOC_010688,Panobinostat,DB06603
XLOC_010695,Panobinostat,DB06603
XLOC_010709,Panobinostat,DB06603
XLOC_010711,Panobinostat,DB06603
XLOC_010718,Panobinostat,DB06603
XLOC_010723,Panobinostat,DB06603
XLOC_010728,Panobinostat,DB06603
XLOC_010732,Panobinostat,DB06603
XLOC_010775,Panobinostat,DB06603
XLOC_010811,Panobinostat,DB06603
XLOC_010829,Panobinostat,DB06603
XLOC_010834,Panobinostat,DB06603
XLOC_010847,Panobinostat,DB06603
XLOC_010855,Panobinostat,DB06603
XLOC_010856,Panobinostat,DB06603
XLOC_010856,Panobinostat,DB06603
XLOC_010860,Panobinostat,DB06603
XLOC_010880,Panobinostat,DB06603
XLOC_010895,Panobinostat,DB06603
XLOC_010903,Panobinostat,DB06603
XLOC_010933,Panobinostat,DB06603
XLOC_010951,Panobinostat,DB06603
XLOC_010979,Panobinostat,DB06603
XLOC_010995,Panobinostat,DB06603
XLOC_011050,Panobinostat,DB06603
XLOC_011081,Panobinostat,DB06603
XLOC_011112,Panobinostat,DB06603
XLOC_011115,Panobinostat,DB06603
XLOC_011119,Panobinostat,DB06603
XLOC_011119,Panobinostat,DB06603
XLOC_011136,Panobinostat,DB06603
XLOC_011138,Panobinostat,DB06603
XLOC_011138,Pravastatin,DB00175
XLOC_011151,Panobinostat,DB06603
XLOC_011190,Panobinostat,DB06603
XLOC_011204,Panobinostat,DB06603
XLOC_011248,Panobinostat,DB06603
XLOC_011313,Panobinostat,DB06603
XLOC_011325,Panobinostat,DB06603
XLOC_011326,Panobinostat,DB06603
XLOC_011336,Panobinostat,DB06603
XLOC_011346,Panobinostat,DB06603
XLOC_011348,Pravastatin,DB00175
XLOC_011354,Panobinostat,DB06603
XLOC_011359,Panobinostat,DB06603
XLOC_011393,Panobinostat,DB06603
XLOC_011515,Pravastatin,DB00175
XLOC_011518,Panobinostat,DB06603
XLOC_011519,Panobinostat,DB06603
XLOC_011520,Panobinostat,DB06603
XLOC_011521,Panobinostat,DB06603
XLOC_011567,Panobinostat,DB06603
XLOC_011590,Panobinostat,DB06603
XLOC_011607,Panobinostat,DB06603
XLOC_011623,Panobinostat,DB06603
XLOC_011659,Panobinostat,DB06603
XLOC_011682,Panobinostat,DB06603
XLOC_011724,Panobinostat,DB06603
XLOC_011724,Panobinostat,DB06603
XLOC_011730,Panobinostat,DB06603
XLOC_011749,Panobinostat,DB06603
XLOC_011753,Panobinostat,DB06603
XLOC_011786,Panobinostat,DB06603
XLOC_011789,Panobinostat,DB06603
XLOC_011814,Panobinostat,DB06603
XLOC_011819,Panobinostat,DB06603
XLOC_011823,Panobinostat,DB06603
XLOC_011826,Panobinostat,DB06603
XLOC_011826,Pravastatin,DB00175
XLOC_011893,Panobinostat,DB06603
XLOC_011936,Panobinostat,DB06603
XLOC_011942,Panobinostat,DB06603
XLOC_011972,Panobinostat,DB06603
XLOC_012043,Panobinostat,DB06603
XLOC_012044,Panobinostat,DB06603
XLOC_012069,Panobinostat,DB06603
XLOC_012138,Panobinostat,DB06603
